,almost_labels,labels,filtered_text,original_text,follower_num,is_appropriate,over_500_followers,tweet_id
2299,1,1,"To be able to look back upon ones life in satisfaction, is to live twice.","To be able to look back upon ones life in satisfaction, is to live twice.
.
#inspiration #motivation https://t.co/2Ux5G8PJDx",2054,TRUE,TRUE,1.15827E+18
2311,1,1,"""A great artist is always before his time or behind it."" - George Edward Moore.","""A great artist is always before his time or behind it."" - George Edward Moore. #Art #Quote #style #life #history #inspiration #motivation #time #quotes #Artist",1528,TRUE,TRUE,1.15827E+18
2320,1,1,Nobody is going to get your successes for you. The buck stops with you. So make a decision to step up and rely on yourself. Others may support you. But success is yours to find and yours only.,"Nobody is going to get your successes for you.

The buck stops with you.

So make a decision to step up and rely on yourself.  Others may support you.

But success is yours to find and yours only.

#motivation #inspiration #dailyinspo #dailyinspiration #business #career https://t.co/5LGeBNBDGI",12787,TRUE,TRUE,1.15827E+18
2391,0,0,Your weekly motivation! Inspirational quote by Pablo Neruda was a Nobel Prize winning Chilean poet-diplomat and politician.,"Your weekly motivation!
Inspirational quote by Pablo Neruda was a Nobel Prize winning Chilean poet-diplomat and politician. 

#HomesofDistinction #WeeklyInspiration #Inspiration #Motivation #InspirationalQuote #MotivationalQuote #PabloNeruda https://t.co/wpB94IqRyO",633,TRUE,TRUE,1.15826E+18
2410,1,1,"Fitness makeovers are about commitment, planning and stubbornly executing whilst allowing for some flexibility to adapt to constantly changing circumstances.","#Fitness makeovers are about #commitment, #planning and stubbornly executing whilst allowing for some #flexibility to adapt to constantly changing circumstances.  

#SMARTFitMO #motivation #inspiration https://t.co/rH3HjQIRV4",1604,TRUE,TRUE,9.88474E+17
2435,1,1,"In life, be a participant, not a spectator. - Lou Holtz.","In life, be a participant, not a spectator - Lou Holtz
.
#inspiration  #motivation  #success  #manifestation  #LawOfAttraction  #grace  #gratitude  #love  #mercy  #compassion  #forgiveness  #lovingkindness https://t.co/dbNuGV0iKI",2233,TRUE,TRUE,1.15825E+18
2456,0,0,Content Marketing is showing the world you are one.,Content Marketing is showing the world you are one #TejSolPro  #MondayMotivation #Google #inspirationalquotes #Marketing #motivationalquotes #inspiration #motivation #quotes #quoteoftheday #quote #quotestoliveby #lifequotes #success #positivevibeses #wordsofwisdom https://t.co/4NvKdWzHVu,3091,TRUE,TRUE,1.15826E+18
2499,0,0,IKEA is now selling and leasing refurbished furniture | World Economic Forum.,"IKEA is now selling and leasing refurbished furniture | World Economic Forum. #teaching #research #Business #happiness #strength #success #wisdom #inspiration #motivation #influencer #leadership 
#love #bookaholic #bookworm 
#LinkedInTopVoices  https://t.co/Vfd2pXB3Hc",956,TRUE,TRUE,1.15825E+18
2595,1,1,No day but today. - Rent,No day but today - Rent #quote #motivation #inspiration,3277,TRUE,TRUE,1.15824E+18
2610,1,1,"A bird sitting on a tree is never afraid of the branch breaking, because her trust is not on the branch but on it's own wings. Always believe in yourself.","A bird sitting on a tree is never afraid of the branch breaking, because her trust is not on the branch but on it's own wings. Always believe in yourself.
#MondayMotivation #LiveInThePresent #Positivity #PositiveThinking #Simplicity #Inspiration #Motivation #Quotes #LearnGerman https://t.co/x3m1rlrjaY",606,TRUE,TRUE,1.15824E+18
2699,1,1,"Life is a game, play it.","Life is a game, play it.
.
#inspiration #motivation https://t.co/6m21jvYJEI",2054,TRUE,TRUE,1.15823E+18
2705,1,1,There are some things one can only achieve by a deliberate leap in the opposite direction. Franz Kafka,There are some things one can only achieve by a deliberate leap in the opposite direction. Franz Kafka #inspirational #motivational #quoteoftheday #walkthetalk #inspiration #motivation #picturequote #lifequotes #quote https://t.co/BkCYHIxOtI,4927,TRUE,TRUE,1.15823E+18
2831,1,0,"Meditation relaxation inspiration motivation SundayMotivation stressfree stressrelief writer amwriting writingcommunity photography pixabay. If you're feeling a little blue today, try to imagine that you're at the beach during.","#meditation #relaxation #inspiration #motivation #SundayMotivation #stressfree #stressrelief #writer #amwriting #writingcommunity #photography #pixabay

If you're feeling a little blue today, try to #imagine that you're at the #beach during #sunset https://t.co/yCdBkYgFJX",2075,TRUE,TRUE,1.15821E+18
2858,1,1,The power of imagination makes us infinite. - John Muir.,"The power of imagination makes us infinite - John Muir
.
#inspiration  #motivation  #success  #manifestation  #LawOfAttraction  #grace  #gratitude  #love  #mercy  #compassion  #forgiveness  #lovingkindness https://t.co/nx6lGntVqq",2233,TRUE,TRUE,1.1582E+18
2864,1,1,"Don't ever doubt that life is a highway to the danger zone. However, your creativity allows you to bypass some dangers and live a happy life. Sometimes a little danger spices things up.","Don't ever doubt that life is a highway to the danger zone. However, your creativity allows you to bypass some dangers and live a happy life. Sometimes a little danger spices things up. #life #people #danger #inspiration #motivation https://t.co/uOrG985uis",37374,TRUE,TRUE,1.1582E+18
2879,1,1,Who you are speaks so loudly; there really is no reason for your words.,Who you are speaks so loudly; there really is no reason for your words. #Truth #Past #Present #Future #Motivation #Inspiration #Encouragement #QuoteOfTheDay #Quote #Wisdom #success #goodness #simple #openminds. #success #life #work #future #money #learning #teamwork #opportu…,521,TRUE,TRUE,1.1582E+18
2900,1,1,Get inspired! Make a list of activities you love to do. Then complete one of the activities.,Get inspired! Make a list of activities you love to do. Then complete one of the activities. #motivation #inspiration https://t.co/W5tko93HDg,10910,TRUE,TRUE,1.15817E+18
2947,1,1,Life without risks is not worth living.,#Life without risks is not worth #living. #travel #motivation #inspiration #happiness #relax #goodtimes https://t.co/e73ZUuT7rq,11034,TRUE,TRUE,1.15819E+18
2973,1,0,"When doubts start to creep in, take a moment to pray.","When doubts start to creep in, take a moment to pray.#Truth #Past #Present #Future #Motivation #Inspiration #Encouragement #QuoteOfTheDay #Quote #Wisdom #success #goodness #simple #openminds. #success #life #work #future #money #learning #teamwork #opportunity #service #resp…",521,TRUE,TRUE,1.15819E+18
2992,0,0,"Tara's favorite quotes, motivation & wisdom 109","Tara's favorite quotes, motivation &amp; wisdom 109 #TarasFavorites #momof5 operationhotmom #motivation #inspiration #homebiz #workfromhome #momsover40 #momlife #healthjourney #workfromhomemom https://t.co/nGUqusGJGI",2554,TRUE,TRUE,1.15818E+18
3001,1,1,"A person needs a little madness, or else they never dare cut the rope and be free.","A person needs a little madness, or else they never dare cut the rope and be free.
.
#inspiration #motivation https://t.co/xtMTFGZx05",2054,TRUE,TRUE,1.15818E+18
3116,1,0,Quote Good habits are as easy to form as bad ones. - Tim McCarver.,"#quote Good habits are as easy to form as bad ones - Tim McCarver. #inspiration #motivation
☆.¸♪♫¸.♥",19961,TRUE,TRUE,1.15817E+18
3171,1,1,Good is not enough. You've got to be great. - Simon Cowell.,"Good is not enough. You've got to be great - Simon Cowell
.
#inspiration  #motivation  #success  #manifestation  #LawOfAttraction  #grace  #gratitude  #love  #mercy  #compassion  #forgiveness  #lovingkindness https://t.co/xlGhy4IICI",2233,TRUE,TRUE,1.15816E+18
3261,1,1,"Life's challenges are not supposed to paraplyze you, they're supposed to help you discover who you are. - Bernice Johnson Reagon.","Life's challenges are not supposed to paraplyze you, they're supposed to help you discover who you are - Bernice Johnson Reagon

#inspiration #quote #motivation #sundaythoughts #motivational #mondaymotivation #inspirational #quotes
#ThinkBIGSundayWithMarsha https://t.co/Thx9YiUreU",1055,TRUE,TRUE,1.15815E+18
3277,1,1,You are successful the moment you start moving toward a worthwhile goal.,You are successful the moment you start moving toward a worthwhile goal. #Truth #Past #Present #Future #Motivation #Inspiration #Encouragement #QuoteOfTheDay #Quote #Wisdom #success #goodness #simple #openminds. #success #life #work #future #money #learning #teamwork #opport…,521,TRUE,TRUE,1.15815E+18
3280,0,0,Every day.,"Every day
#everyday #rentisdue #workout #weights #fitnessmotivation #lift #lifting #weightlifting #training #paytherent #due #fitspiration #fitspo #fitfam #fitnesslifestyle #powerblock #powerblocks #fitlife #inspiration #motivation https://t.co/AyhTB2Q1vx",1913,TRUE,TRUE,1.15814E+18
3342,1,0,Quote What you get from life depends upon how much you want it. - L. G. Elliott.,#quote What you get from life depends upon how much you want it - L.G. Elliott.  #inspiration #motivation,19961,TRUE,TRUE,1.15814E+18
3359,0,0,Very interesting.,"Very interesting.
#speakingwords #wordsofwisdom #lifequotes #happiness #thoughts #inspirational #speakup #speech #unexpectedvoices #wordsofwisdom #motivation #inspiration https://t.co/0gGv1lv7UA",1305,TRUE,TRUE,1.15813E+18
3367,1,1,Man never made any material as resilient as the human spirit.,"Man never made any material as resilient as the human spirit.
.
#inspiration #motivation https://t.co/hXMsXKAjjG",2054,TRUE,TRUE,1.15813E+18
3377,1,1,Adversity causes some men to break; others to break records. -William Arthur Ward,Adversity causes some men to break; others to break records. -William Arthur Ward #Truth #Past #Present #Future #Motivation #Inspiration #Encouragement #QuoteOfTheDay #Quote #Wisdom #success #goodness #simple #openminds. #success #life #work #future #money #learning #teamwor…,521,TRUE,TRUE,1.15813E+18
3459,1,1,Life is a field of unlimited possibilities. - Deepak Chopra.,"Life is a field of unlimited possibilities - Deepak Chopra
.
#inspiration  #motivation  #success  #manifestation  #LawOfAttraction  #grace  #gratitude  #love  #mercy  #compassion  #forgiveness  #lovingkindness https://t.co/uwxYspfBmp",2233,TRUE,TRUE,1.15811E+18
14616,1,0,Themaskedphilosopher. Actions will always speak louder than words.,"themaskedphilosopher
Actions will always speak louder than words.
#epictetus 
#growthmindset #growth #mindset #motivation #success #entrepreneur #selflove #inspiration #personalgrowth #personaldevelopment #mindfulness #stoicism https://t.co/ImFrl4CPhe",3590,TRUE,TRUE,1.15658E+18
